Date,Open,High,Low,Close,Adj Close,Volume
2019-05-28,1832.750000,1849.266846,1827.349976,1836.430054,1836.430054,3199965
2019-05-29,1823.119995,1830.000000,1807.532715,1819.189941,1819.189941,4279025
2019-05-30,1825.489990,1829.469971,1807.824951,1816.319946,1816.319946,3146850
2019-05-31,1790.010010,1795.584961,1772.703369,1775.069946,1775.069946,4618819
2019-06-03,1760.010010,1766.290039,1672.000000,1692.689941,1692.689941,9098708
2019-06-04,1699.239990,1730.819946,1680.890015,1729.560059,1729.560059,5679121
2019-06-05,1749.599976,1752.000000,1715.251343,1738.500000,1738.500000,4239782
2019-06-06,1737.709961,1760.000000,1726.130005,1754.359985,1754.359985,3689272
2019-06-07,1763.699951,1806.253784,1759.489990,1804.030029,1804.030029,4808246
2019-06-10,1822.000000,1884.869995,1818.000000,1860.630005,1860.630005,5371007
2019-06-11,1883.250000,1893.699951,1858.000000,1863.699951,1863.699951,4042694
2019-06-12,1853.979980,1865.000000,1844.380005,1855.319946,1855.319946,2678335
2019-06-13,1866.719971,1883.089966,1862.219971,1870.300049,1870.300049,2795810
2019-06-14,1864.000000,1876.000000,1859.000000,1869.670044,1869.670044,2851163
2019-06-17,1876.500000,1895.687988,1875.449951,1886.030029,1886.030029,2634342
2019-06-18,1901.349976,1921.670044,1899.790039,1901.369995,1901.369995,3895728
2019-06-19,1907.839966,1919.580688,1892.469971,1908.790039,1908.790039,2895347
2019-06-20,1933.329956,1935.199951,1905.800049,1918.189941,1918.189941,3217153
2019-06-21,1916.099976,1925.949951,1907.579956,1911.300049,1911.300049,3933576
2019-06-24,1912.660034,1916.859985,1901.300049,1913.900024,1913.900024,2282969
2019-06-25,1911.839966,1916.385010,1872.420044,1878.270020,1878.270020,3012347
2019-06-26,1892.479980,1903.800049,1887.319946,1897.829956,1897.829956,2441910
2019-06-27,1902.000000,1911.239990,1898.040039,1904.280029,1904.280029,2141721
2019-06-28,1909.099976,1912.939941,1884.000000,1893.630005,1893.630005,3037358
2019-07-01,1922.979980,1929.819946,1914.660034,1922.189941,1922.189941,3203347
2019-07-02,1919.380005,1934.790039,1906.630005,1934.310059,1934.310059,2594464
2019-07-03,1935.890015,1941.589966,1930.500000,1939.000000,1939.000000,1690294
2019-07-05,1928.599976,1945.900024,1925.300049,1942.910034,1942.910034,2628359
2019-07-08,1934.119995,1956.000000,1928.253174,1952.319946,1952.319946,2883371
2019-07-09,1947.800049,1990.010010,1943.474976,1988.300049,1988.300049,4345698
2019-07-10,1996.510010,2024.939941,1995.400024,2017.410034,2017.410034,4931902
2019-07-11,2025.619995,2035.800049,1995.300049,2001.069946,2001.069946,4317766
2019-07-12,2008.270020,2017.000000,2003.869995,2011.000000,2011.000000,2509297
2019-07-15,2021.400024,2022.900024,2001.550049,2020.989990,2020.989990,2981343
2019-07-16,2010.579956,2026.319580,2001.219971,2009.900024,2009.900024,2618198
2019-07-17,2007.050049,2012.000000,1992.030029,1992.030029,1992.030029,2558809
2019-07-18,1980.010010,1987.500000,1951.550049,1977.900024,1977.900024,3504252
2019-07-19,1991.209961,1996.000000,1962.225464,1964.520020,1964.520020,3185612
2019-07-22,1971.140015,1989.000000,1958.260010,1985.630005,1985.630005,2908111
2019-07-23,1995.989990,1997.790039,1973.130005,1994.489990,1994.489990,2703480
2019-07-24,1969.300049,2001.300049,1965.869995,2000.810059,2000.810059,2631300
2019-07-25,2001.000000,2001.199951,1972.719971,1973.819946,1973.819946,4136461
2019-07-26,1942.000000,1950.895020,1924.510010,1943.050049,1943.050049,4927143
2019-07-29,1930.000000,1932.225952,1890.540039,1912.449951,1912.449951,4493190
2019-07-30,1891.114990,1909.890015,1883.479980,1898.530029,1898.530029,2910888
2019-07-31,1898.109985,1899.550049,1849.439941,1866.780029,1866.780029,4470727
2019-08-01,1871.719971,1897.920044,1844.010010,1855.319946,1855.319946,4713311
2019-08-02,1845.069946,1846.363403,1808.020020,1823.239990,1823.239990,4956225
2019-08-05,1770.219971,1788.667847,1748.780029,1765.130005,1765.130005,6058212
2019-08-06,1792.229980,1793.770020,1753.400024,1787.829956,1787.829956,5070258
2019-08-07,1773.989990,1798.930054,1757.000000,1793.400024,1793.400024,4526884
2019-08-08,1806.000000,1834.260010,1798.109985,1832.890015,1832.890015,3701242
2019-08-09,1828.949951,1831.090942,1802.219971,1807.579956,1807.579956,2879770
2019-08-12,1795.989990,1800.979980,1777.000000,1784.920044,1784.920044,2905498
2019-08-13,1783.000000,1831.742920,1780.000000,1824.339966,1824.339966,4075021
2019-08-14,1793.010010,1795.651367,1757.214966,1762.959961,1762.959961,4893649
2019-08-15,1781.989990,1788.000000,1761.959961,1776.119995,1776.119995,3809948
2019-08-16,1792.890015,1802.908203,1784.549561,1792.569946,1792.569946,3054240
2019-08-19,1818.079956,1826.000000,1812.609985,1816.119995,1816.119995,2820303
2019-08-20,1814.500000,1816.819946,1799.880005,1801.380005,1801.380005,1932835
2019-08-21,1819.390015,1829.578491,1815.000000,1823.540039,1823.540039,2039231
2019-08-22,1828.000000,1829.411133,1800.099976,1805.599976,1805.599976,2658388
2019-08-23,1793.030029,1804.896240,1745.229980,1749.619995,1749.619995,5277898
2019-08-26,1766.910034,1770.000000,1743.510010,1768.869995,1768.869995,3085320
2019-08-27,1775.729980,1779.400024,1746.680054,1761.829956,1761.829956,3027245
2019-08-28,1755.000000,1767.859985,1744.050537,1764.250000,1764.250000,2421893
2019-08-29,1783.000000,1798.550049,1777.250000,1786.400024,1786.400024,3018012
2019-08-30,1797.489990,1799.739990,1764.569946,1776.290039,1776.290039,3064147
2019-09-03,1770.000000,1800.800049,1768.000000,1789.839966,1789.839966,3546859
2019-09-04,1805.000000,1807.630859,1796.229980,1800.619995,1800.619995,2326228
2019-09-05,1821.949951,1842.000000,1815.574951,1840.719971,1840.719971,3325189
2019-09-06,1838.219971,1840.650024,1826.400024,1833.510010,1833.510010,2496933
2019-09-09,1841.000000,1850.000000,1824.609985,1831.349976,1831.349976,2999515
2019-09-10,1822.750000,1825.810059,1805.335571,1820.550049,1820.550049,2613879
2019-09-11,1812.140015,1833.420044,1809.079956,1822.989990,1822.989990,2432767
2019-09-12,1837.630005,1853.660034,1834.280029,1843.550049,1843.550049,2823505
2019-09-13,1842.010010,1846.121460,1835.170044,1839.339966,1839.339966,1971317
2019-09-16,1824.020020,1825.694092,1800.199951,1807.839966,1807.839966,3675473
2019-09-17,1807.079956,1823.989990,1804.099976,1822.550049,1822.550049,2033058
2019-09-18,1817.040039,1822.060059,1795.500000,1817.459961,1817.459961,2536012
2019-09-19,1821.020020,1832.569946,1817.900024,1821.500000,1821.500000,2078335
2019-09-20,1821.709961,1830.630005,1780.920044,1794.160034,1794.160034,5555839
2019-09-23,1777.000000,1792.699951,1767.319946,1785.300049,1785.300049,3139142
2019-09-24,1790.604980,1795.704956,1735.545044,1741.609985,1741.609985,4637901
2019-09-25,1747.359985,1773.000000,1723.000000,1768.329956,1768.329956,3531098
2019-09-26,1762.790039,1763.369995,1731.500000,1739.839966,1739.839966,3571952
2019-09-27,1748.000000,1749.119995,1713.819946,1725.449951,1725.449951,3948029
2019-09-30,1726.989990,1737.459961,1709.219971,1735.910034,1735.910034,2760768
2019-10-01,1746.000000,1755.599976,1728.410034,1735.650024,1735.650024,3170460
2019-10-02,1727.739990,1728.890015,1705.000000,1713.229980,1713.229980,3338476
2019-10-03,1713.000000,1725.000000,1685.060059,1724.420044,1724.420044,3624371
2019-10-04,1726.020020,1740.574951,1719.229980,1739.650024,1739.650024,2489277
2019-10-07,1731.630005,1747.829956,1723.699951,1732.660034,1732.660034,2187598
2019-10-08,1722.489990,1727.000000,1705.000000,1705.510010,1705.510010,2626840
2019-10-09,1719.609985,1729.949951,1714.359985,1721.989990,1721.989990,2089335
2019-10-10,1725.239990,1738.290039,1713.750000,1720.260010,1720.260010,2721531
2019-10-11,1742.920044,1745.449951,1729.859985,1731.920044,1731.920044,3279534
2019-10-14,1728.910034,1741.888672,1722.000000,1736.430054,1736.430054,1928898
2019-10-15,1742.140015,1776.449951,1740.619995,1767.380005,1767.380005,3129244
2019-10-16,1773.329956,1786.239990,1770.520996,1777.430054,1777.430054,2804068
2019-10-17,1796.489990,1798.849976,1782.020020,1787.479980,1787.479980,2713773
2019-10-18,1787.800049,1793.979980,1749.200073,1757.510010,1757.510010,3366091
2019-10-21,1769.660034,1785.880005,1765.000000,1785.660034,1785.660034,2224902
2019-10-22,1788.150024,1789.779907,1762.000000,1765.729980,1765.729980,2234425
2019-10-23,1761.300049,1770.050049,1742.000000,1762.170044,1762.170044,2190380
2019-10-24,1771.089966,1788.337891,1760.270020,1780.780029,1780.780029,5204350
2019-10-25,1697.550049,1764.209961,1695.000000,1761.329956,1761.329956,9626402
2019-10-28,1748.060059,1778.699951,1742.500000,1777.079956,1777.079956,3708851
2019-10-29,1774.810059,1777.000000,1755.810059,1762.709961,1762.709961,2276855
2019-10-30,1760.239990,1782.380005,1759.114990,1779.989990,1779.989990,2449405
2019-10-31,1775.989990,1792.000000,1771.475342,1776.660034,1776.660034,2781185
2019-11-01,1788.010010,1797.444946,1785.209961,1791.439941,1791.439941,2790354
2019-11-04,1801.010010,1815.060059,1801.010010,1804.660034,1804.660034,2771922
2019-11-05,1809.160034,1810.250000,1794.000000,1801.709961,1801.709961,1885543
2019-11-06,1801.000000,1802.500000,1788.579956,1795.770020,1795.770020,2029783
2019-11-07,1803.760010,1805.900024,1783.479980,1788.199951,1788.199951,2651086
2019-11-08,1787.890015,1789.880005,1774.040039,1785.880005,1785.880005,2126198
2019-11-11,1778.000000,1780.000000,1767.130005,1771.650024,1771.650024,1947810
2019-11-12,1774.660034,1786.219971,1771.910034,1778.000000,1778.000000,2038925
2019-11-13,1773.390015,1775.000000,1747.321655,1753.109985,1753.109985,2926892
2019-11-14,1751.430054,1766.593140,1749.560059,1754.599976,1754.599976,2269417
2019-11-15,1760.050049,1761.680054,1732.859985,1739.489990,1739.489990,3931141
2019-11-18,1738.300049,1753.699951,1722.709961,1752.530029,1752.530029,2841907
2019-11-19,1756.989990,1760.680054,1743.030029,1752.790039,1752.790039,2274535
2019-11-20,1749.140015,1762.524048,1734.119995,1745.530029,1745.530029,2793759
2019-11-21,1743.000000,1746.869995,1730.359985,1734.709961,1734.709961,2662938
2019-11-22,1739.020020,1746.430054,1731.000000,1745.719971,1745.719971,2479081
2019-11-25,1753.250000,1777.420044,1753.239990,1773.839966,1773.839966,3489467
2019-11-26,1779.920044,1797.030029,1778.349976,1796.939941,1796.939941,3190428
2019-11-27,1801.000000,1824.500000,1797.310059,1818.510010,1818.510010,3035846
2019-11-29,1817.780029,1824.689941,1800.790039,1800.800049,1800.800049,1923440
2019-12-02,1804.400024,1805.550049,1762.680054,1781.599976,1781.599976,3931750
2019-12-03,1760.000000,1772.869995,1747.229980,1769.959961,1769.959961,3529582
2019-12-04,1774.010010,1789.089355,1760.220093,1760.689941,1760.689941,2680700
2019-12-05,1763.500000,1763.500000,1740.000000,1740.479980,1740.479980,2827852
2019-12-06,1751.199951,1754.400024,1740.130005,1751.599976,1751.599976,3119979
2019-12-09,1750.660034,1766.891846,1745.609985,1749.510010,1749.510010,2502489
2019-12-10,1747.400024,1750.670044,1735.000000,1739.209961,1739.209961,2515644
2019-12-11,1741.670044,1750.000000,1735.710205,1748.719971,1748.719971,2101318
2019-12-12,1750.000000,1764.000000,1745.439941,1760.329956,1760.329956,3103949
2019-12-13,1765.000000,1768.989990,1755.000000,1760.939941,1760.939941,2747909
2019-12-16,1767.000000,1769.500000,1757.050049,1769.209961,1769.209961,3149345
2019-12-17,1778.010010,1792.000000,1777.390015,1790.660034,1790.660034,3646697
2019-12-18,1795.020020,1798.199951,1782.359985,1784.030029,1784.030029,3354137
2019-12-19,1780.500000,1792.989990,1774.060059,1792.280029,1792.280029,2738320
2019-12-20,1799.614990,1802.969971,1782.449951,1786.500000,1786.500000,5152460
2019-12-23,1788.260010,1793.000000,1784.510010,1793.000000,1793.000000,2137493
2019-12-24,1793.810059,1795.569946,1787.574951,1789.209961,1789.209961,881337
2019-12-26,1801.010010,1870.459961,1799.500000,1868.770020,1868.770020,6024608
2019-12-27,1882.920044,1901.400024,1866.010010,1869.800049,1869.800049,6188754
2019-12-30,1874.000000,1884.000000,1840.619995,1846.890015,1846.890015,3677306
2019-12-31,1842.000000,1853.260010,1832.229980,1847.839966,1847.839966,2510380
2020-01-02,1875.000000,1898.010010,1864.150024,1898.010010,1898.010010,4035910
2020-01-03,1864.500000,1886.196533,1864.500000,1874.969971,1874.969971,3766604
2020-01-06,1860.000000,1903.689941,1860.000000,1902.880005,1902.880005,4065698
2020-01-07,1904.500000,1913.890015,1892.043335,1906.859985,1906.859985,3919506
2020-01-08,1898.040039,1910.999878,1886.444824,1891.969971,1891.969971,3511966
2020-01-09,1909.890015,1917.819946,1895.803833,1901.050049,1901.050049,3174962
2020-01-10,1905.369995,1906.939941,1880.000000,1883.160034,1883.160034,2856959
2020-01-13,1891.310059,1898.000000,1880.800049,1891.300049,1891.300049,2785844
2020-01-14,1885.880005,1887.109985,1858.550049,1869.439941,1869.439941,3446381
2020-01-15,1872.250000,1878.859985,1855.089966,1862.020020,1862.020020,2896592
2020-01-16,1882.989990,1885.589966,1866.020020,1877.939941,1877.939941,2659493
2020-01-17,1885.890015,1886.640015,1857.250000,1864.719971,1864.719971,3997340
2020-01-21,1865.000000,1894.270020,1860.000000,1892.000000,1892.000000,3707785
2020-01-22,1896.089966,1902.500000,1883.339966,1887.459961,1887.459961,3216257
2020-01-23,1885.109985,1889.974976,1872.760010,1884.579956,1884.579956,2484613
2020-01-24,1891.369995,1894.989990,1847.439941,1861.640015,1861.640015,3766181
2020-01-27,1820.000000,1841.000000,1815.339966,1828.339966,1828.339966,3528509
2020-01-28,1840.500000,1858.109985,1830.020020,1853.250000,1853.250000,2808040
2020-01-29,1864.000000,1874.750000,1855.020020,1858.000000,1858.000000,2101390
2020-01-30,1858.000000,1872.869995,1850.609985,1870.680054,1870.680054,6327438
2020-01-31,2051.469971,2055.719971,2002.270020,2008.719971,2008.719971,15567283
2020-02-03,2010.599976,2048.500000,2000.250000,2004.199951,2004.199951,5899094
2020-02-04,2029.880005,2059.800049,2015.369995,2049.669922,2049.669922,5289338
2020-02-05,2071.020020,2071.020020,2032.000000,2039.869995,2039.869995,4376174
2020-02-06,2041.020020,2056.300049,2024.800049,2050.229980,2050.229980,3182954
2020-02-07,2041.989990,2098.530029,2038.099976,2079.280029,2079.280029,5095347
2020-02-10,2085.010010,2135.600098,2084.959961,2133.909912,2133.909912,5056235
2020-02-11,2150.899902,2185.949951,2136.000000,2150.800049,2150.800049,5746011
2020-02-12,2163.199951,2180.249512,2155.290039,2160.000000,2160.000000,3334264
2020-02-13,2144.989990,2170.280029,2142.000000,2149.870117,2149.870117,3031791
2020-02-14,2155.679932,2159.035156,2125.889893,2134.870117,2134.870117,2606169
2020-02-18,2125.020020,2166.070068,2124.104980,2155.669922,2155.669922,2951070
2020-02-19,2167.800049,2185.100098,2161.120117,2170.219971,2170.219971,2561165
2020-02-20,2173.070068,2176.790039,2127.449951,2153.100098,2153.100098,3131342
2020-02-21,2142.149902,2144.550049,2088.000000,2095.969971,2095.969971,4650740
2020-02-24,2003.180054,2039.295044,1987.974243,2009.290039,2009.290039,6546997
2020-02-25,2026.420044,2034.599976,1958.420044,1972.739990,1972.739990,6219094
2020-02-26,1970.280029,2014.670044,1960.449951,1979.589966,1979.589966,5240402
2020-02-27,1934.380005,1975.000000,1882.762085,1884.300049,1884.300049,8143993
2020-02-28,1814.630005,1889.760010,1811.129028,1883.750000,1883.750000,9493797
2020-03-02,1906.489990,1954.510010,1870.000000,1953.949951,1953.949951,6761651
2020-03-03,1975.369995,1996.329956,1888.090088,1908.989990,1908.989990,7534491
2020-03-04,1946.569946,1978.000000,1922.000000,1975.829956,1975.829956,4772919
2020-03-05,1933.000000,1960.719971,1910.000000,1924.030029,1924.030029,4748210
2020-03-06,1875.000000,1910.869995,1869.500000,1901.089966,1901.089966,5273580
2020-03-09,1773.859985,1862.770020,1761.290039,1800.609985,1800.609985,7813232
2020-03-10,1870.880005,1894.270020,1818.170044,1891.819946,1891.819946,7133310
2020-03-11,1857.849976,1871.319458,1801.500000,1820.859985,1820.859985,5646831
2020-03-12,1721.979980,1765.000000,1675.000000,1676.609985,1676.609985,11346214
2020-03-13,1755.000000,1786.310059,1680.619995,1785.000000,1785.000000,8809725
2020-03-16,1641.510010,1759.451904,1626.031860,1689.150024,1689.150024,8917265
2020-03-17,1775.469971,1857.775024,1689.240234,1807.839966,1807.839966,10917129
2020-03-18,1750.000000,1841.660034,1745.000000,1830.000000,1830.000000,9645218
2020-03-19,1860.000000,1945.000000,1832.650024,1880.930054,1880.930054,10399943
2020-03-20,1926.310059,1957.000000,1820.729980,1846.089966,1846.089966,9817850
2020-03-23,1827.750000,1919.400024,1812.000000,1902.829956,1902.829956,7808489
2020-03-24,1951.494995,1955.000000,1900.340332,1940.099976,1940.099976,7147080
2020-03-25,1920.689941,1950.260010,1885.780029,1885.839966,1885.839966,6479073
2020-03-26,1902.000000,1956.489990,1889.290039,1955.489990,1955.489990,6235118
2020-03-27,1930.859985,1939.790039,1899.920044,1900.099976,1900.099976,5387897
2020-03-30,1922.829956,1973.630005,1912.339966,1963.949951,1963.949951,6126087
2020-03-31,1964.349976,1993.020020,1944.010010,1949.719971,1949.719971,5123626
2020-04-01,1932.969971,1944.959961,1893.000000,1907.699951,1907.699951,4121875
2020-04-02,1901.640015,1927.525757,1890.000000,1918.829956,1918.829956,4335985
2020-04-03,1911.150024,1926.329956,1889.150024,1906.589966,1906.589966,3609870
2020-04-06,1936.000000,1998.520020,1930.020020,1997.589966,1997.589966,5773181
2020-04-07,2017.109985,2035.719971,1997.619995,2011.599976,2011.599976,5113983
2020-04-08,2021.000000,2044.000000,2011.150024,2043.000000,2043.000000,3977313
2020-04-09,2044.300049,2053.000000,2017.660034,2042.760010,2042.760010,4655617
2020-04-13,2040.000000,2180.000000,2038.000000,2168.870117,2168.870117,6716709
2020-04-14,2200.469971,2292.000000,2186.209961,2283.320068,2283.320068,8087193
2020-04-15,2257.679932,2333.368896,2245.000000,2307.679932,2307.679932,6866567
2020-04-16,2346.000000,2460.998047,2335.000000,2408.189941,2408.189941,12038201
2020-04-17,2372.330078,2400.000000,2316.020020,2375.000000,2375.000000,7930010
2020-04-20,2389.949951,2444.979980,2386.050049,2393.610107,2393.610107,5770694
2020-04-21,2416.610107,2428.309814,2279.659912,2328.120117,2328.120117,7476679
2020-04-22,2369.000000,2394.000000,2351.000000,2363.489990,2363.489990,4218295
2020-04-23,2399.979980,2424.219971,2382.080078,2399.449951,2399.449951,5066552
2020-04-24,2417.000000,2420.433105,2382.000000,2410.219971,2410.219971,3831797
2020-04-27,2443.199951,2444.879883,2363.000000,2376.000000,2376.000000,5645645
2020-04-28,2372.100098,2373.500000,2306.000000,2314.080078,2314.080078,5269446
2020-04-29,2330.010010,2391.889893,2310.000000,2372.709961,2372.709961,4591593
2020-04-30,2419.840088,2475.000000,2396.010010,2474.000000,2474.000000,9534611
2020-05-01,2336.800049,2362.439941,2258.190186,2286.040039,2286.040039,9772605
2020-05-04,2256.379883,2326.979980,2256.379883,2315.989990,2315.989990,4865926
2020-05-05,2340.000000,2351.000000,2307.125000,2317.800049,2317.800049,3242496
2020-05-06,2329.439941,2357.449951,2320.000000,2351.260010,2351.260010,3117814
2020-05-07,2374.780029,2376.000000,2343.110107,2367.610107,2367.610107,3396411
2020-05-08,2372.139893,2387.244873,2357.000000,2379.610107,2379.610107,3211228
2020-05-11,2374.699951,2419.665039,2372.110107,2409.000000,2409.000000,3259231
2020-05-12,2411.850098,2419.000000,2355.000000,2356.949951,2356.949951,3074916
2020-05-13,2366.800049,2407.699951,2337.804932,2367.919922,2367.919922,4782919
2020-05-14,2361.010010,2391.370117,2353.209961,2388.850098,2388.850098,3648128
2020-05-15,2368.520020,2411.000000,2356.370117,2409.780029,2409.780029,4234951
2020-05-18,2404.345703,2433.000000,2384.010010,2426.260010,2426.260010,4366572
2020-05-19,2429.830078,2484.995117,2428.969971,2449.330078,2449.330078,4320498
2020-05-20,2477.870117,2500.010010,2467.270020,2497.939941,2497.939941,3998143
2020-05-21,2500.000000,2525.449951,2442.540039,2446.739990,2446.739990,5114403
2020-05-22,2455.010010,2469.850098,2430.129883,2436.879883,2436.879883,2867079
2020-05-26,2458.000000,2462.000000,2414.060059,2421.860107,2421.860107,3568153
2020-05-27,2404.989990,2413.580078,2330.000000,2410.389893,2410.389893,5056945
2020-05-28,2384.330078,2436.969971,2378.229980,2401.100098,2401.100098,3193136
2020-05-29,2415.939941,2442.370117,2398.197266,2442.370117,2442.370117,3529329
2020-06-01,2448.000000,2476.929932,2444.169922,2471.040039,2471.040039,2938032
2020-06-02,2467.000000,2473.530029,2445.310059,2472.409912,2472.409912,2529903
2020-06-03,2468.010010,2488.000000,2461.169922,2478.399902,2478.399902,2671024
2020-06-04,2477.429932,2507.540039,2450.010010,2460.600098,2460.600098,2948710
2020-06-05,2444.510010,2488.645020,2437.129883,2483.000000,2483.000000,3306445
2020-06-08,2500.199951,2530.000000,2487.334961,2524.060059,2524.060059,3970654
2020-06-09,2529.439941,2626.429932,2525.000000,2600.860107,2600.860107,5175950
2020-06-10,2645.000000,2722.350098,2626.260010,2647.449951,2647.449951,4946031
2020-06-11,2603.500000,2671.379883,2536.229980,2557.959961,2557.959961,5800107
2020-06-12,2601.209961,2621.476563,2503.350098,2545.020020,2545.020020,5436127
2020-06-15,2526.600098,2584.000000,2508.000000,2572.679932,2572.679932,3873335
2020-06-16,2620.000000,2620.000000,2576.000000,2615.270020,2615.270020,3595649
2020-06-17,2647.500000,2655.000000,2631.820068,2640.979980,2640.979980,2959316
2020-06-18,2647.010010,2659.639893,2636.110107,2653.979980,2653.979980,2487774
2020-06-19,2678.080078,2697.429932,2659.000000,2675.010010,2675.010010,5776963
2020-06-22,2684.500000,2715.000000,2669.000000,2713.820068,2713.820068,3208780
2020-06-23,2726.020020,2783.110107,2718.040039,2764.409912,2764.409912,4231707
2020-06-24,2780.000000,2796.000000,2721.000000,2734.399902,2734.399902,4526605
2020-06-25,2739.550049,2756.229980,2712.139893,2754.580078,2754.580078,2968657
2020-06-26,2775.055908,2782.568848,2688.000000,2692.870117,2692.870117,6500784
2020-06-29,2690.010010,2696.800049,2630.080078,2680.379883,2680.379883,4223422
2020-06-30,2685.064941,2769.629883,2675.030029,2758.820068,2758.820068,3769686
2020-07-01,2757.989990,2895.000000,2754.000000,2878.699951,2878.699951,6363439
2020-07-02,2912.010010,2955.560059,2871.102051,2890.300049,2890.300049,6593387
2020-07-06,2934.969971,3059.879883,2930.000000,3057.040039,3057.040039,6880642
2020-07-07,3058.550049,3069.550049,2990.000000,3000.120117,3000.120117,5257514
2020-07-08,3022.610107,3083.969971,3012.430176,3081.110107,3081.110107,5037635
2020-07-09,3115.989990,3193.879883,3074.001709,3182.629883,3182.629883,6388659
2020-07-10,3191.760010,3215.000000,3135.699951,3200.000000,3200.000000,5485982
2020-07-13,3251.060059,3344.290039,3068.390137,3104.000000,3104.000000,7720420
2020-07-14,3089.000000,3127.379883,2950.000000,3084.000000,3084.000000,7231933
2020-07-15,3080.229980,3098.350098,2973.180176,3008.870117,3008.870117,5788874
2020-07-16,2971.060059,3032.000000,2918.229980,2999.899902,2999.899902,6394246
2020-07-17,3009.000000,3024.000000,2948.449951,2961.969971,2961.969971,4761319
2020-07-20,3000.199951,3201.359863,2994.017090,3196.840088,3196.840088,7598176
2020-07-21,3232.489990,3240.575684,3105.719971,3138.290039,3138.290039,6134965
2020-07-22,3125.000000,3150.000000,3065.260010,3099.909912,3099.909912,4104225
